Genus	Specific Epithet	Name	Host family	Hosts	Type Host Species Name	Mycorrhizae	Tree	Deciduous_Evergreen	Photosynthesis		
Peronospora	ononidis	Peronospora ononidis	Fabaceae	"P. trifoliorum, Ononis spinose ssp. procurrens (Ononis repens)"	Ononis spinose ssp. procurrens		No	NA	C3		
Peronospora	ornithopi	Peronospora ornithopi	Fabaceae	"P. viciae, Ornithopus perpusillus"	Ornithopus perpusillus		No	NA	C3		
Peronospora	orobi	Peronospora orobi	Fabaceae	Lathyrus linifolius [Lathyrus montanus (Orobus tuberosus)]	Lathyrus linifolius		No	NA	C3		
Peronospora	oxalidis	Peronospora oxalidis	Oxalidaceae	Oxalis pes-caprae	Oxalis pes-caprae		No	NA	C3		
Peronospora	oxybaphi	Peronospora oxybaphi	Nyctagineaceae	Oxybaphus nyctagineus	Oxybaphus nyctagineus		No	NA	C3		
Peronospora	oxytropidis	Peronospora oxytropidis	Fabaceae	Oxytropis campestris	Oxytropis campestris		No	NA	C3		
Peronospora	palustris	Peronospora palustris	Plantaginaceae	Veronica scutellata	Veronica scutellata		No	NA	C3		
Peronospora	parietariae	Peronospora parietariae	Urticaceae	Parietaria officinalis (P. erecta)	Parietaria officinalis		No	NA	C3		
Peronospora	parva	Peronospora parva	Caryophyllaceae	"Stellaria holostea, S. calycantha (S. borealis), S. graminea, and S. alsine (S. uliginosa)"	Stellaria holostea		No	NA	C3		
Peronospora	parvula	Peronospora parvula	Ranunculaceae	Leptopyrum fumarioides (Isopyrum fumarioides)	Leptopyrum fumarioides		No	NA	C3		
Peronospora	patriniae	Peronospora patriniae	Caprifoliaceae	Patrinia intermedia	Patrinia intermedia		No	NA	C3		
Peronospora	paula	Peronospora paula	Caryophyllaceae	Cerastium semidecandrum	Cerastium semidecandrum		No	NA	C3		
Peronospora	pedicularis	Peronospora pedicularis	Orobanchaceae	Pedicularis lapponica	Pedicularis lapponica		No	NA	C3		
Peronospora	pennsylvanica	Peronospora pennsylvanica	Ranunculaceae	Ranunculus pennsylvanicus	Ranunculus pennsylvanicus		No	NA	C3		
Peronospora	perillae	Peronospora perillae	Lamiaceae	Perilla frutescens	Perilla frutescens		No	NA	C3		
Peronospora	phacae	Peronospora phacae	Fabaceae	Astragalus penduliflorus (Phaca alpina)	Astragalus sp		No	NA	C3		
Peronospora	phlogina	Peronospora phlogina	Polemoniaceae	Phlox divaricata	Phlox divaricata		No	NA	C3		
Peronospora	phyteumatis	Peronospora phyteumatis	Campanulaceae	Phyteuma nigrum	Phyteuma nigrum		No	NA	C3		
Peronospora	pisi	Peronospora pisi	Fabaceae	Pisum sativum	Pisum sativum		No	NA	C3		
Peronospora	plantaginis	Peronospora plantaginis	Plantaginaceae	Plantago aristata	Plantago aristata		No	NA	C3		
Peronospora	pocutica	Peronospora pocutica	Orobanchaceae	Rhinanthus serotinus [R. angustifolius (R. serotium)]	Rhinanthus serotinus		No	NA	C3		
Peronospora	polycarpi	Peronospora polycarpi	Polygonaceae	Polycarpon tetraphyllum	Polycarpon tetraphyllum		No	NA	C3		
Peronospora	polygoni	Peronospora polygoni	Polygonaceae	Polygonum aviculare	Polygonum aviculare		No	NA	C3		
Peronospora	polygoni-convolvuli	Peronospora polygoni-convolvuli	Polygonaceae	Fallopia convolvulus [Bilderdykia convolvulus (Polygonum convolvulus)]	Fallopia convolvulus		No	NA	C3		
Peronospora	potentillae	Peronospora potentillae	Rosaceae	"Potentilla argentea, P. aurea ssp. aurea, P. aurea ssp. chrysocraspeda (=P. ternata), P. crantzii, P.
flabelliformis, P. graciIis ssp. nuttallii (=P. nuttallii), P. grandiflora, P. nepalensis, P. norvegica, P. norvegica
var. hirsuta, P. pulcherrima, P. sterilis."	Potentilla aurea		No	NA	C3		
Peronospora	potentillae-reptantis	Peronospora potentillae-reptantis	Rosaceae	"P. potentillae, Potentilla reptans"	Potentilla reptans		No	NA	C3		
Peronospora	pratensis	Peronospora pratensis	Fabaceae	"Trifolium pratense, T medium, T. incarnatum"	Trifolium pratense		No	NA	C3		
Peronospora	pseudostellariae	Peronospora pseudostellariae	Caryophyllaceae	Pseudostellaria heterophylla	Pseudostellaria heterophylla		No	NA	C3		
Peronospora	pulmonariae	Peronospora pulmonariae	Boraginaceae	Pulmonaria officinalis	Pulmonaria officinalis		No	NA	C3		
Peronospora	pulveracea	Peronospora pulveracea	Ranunculaceae	"Helleborus caucasicus, H. corsicus (= H. argutifolius), H. foetidus, H. niger, H. purpurascens, H. viridis"	Helleborus foetidus		No	NA	C3		
Peronospora	radii	Peronospora radii	Asteraceae	Tripleurospermum inodorum	Tripleurospermum inodorum		No	NA	C3		
Peronospora	ranunculi	Peronospora ranunculi	Ranunculaceae	Ranunculus spp.	Ranunculus repens		No	NA	C3		
Peronospora	ranunculi-carpatici	Peronospora ranunculi-carpatici	Ranunculaceae	Ranunculus carpaticus	Ranunculus carpaticus		No	NA	C3		
Peronospora	ranunculi-oxyspermi	Peronospora ranunculi-oxyspermi	Ranunculaceae	Ranunculus oxyspermus	Ranunculus oxyspermus		No	NA	C3		
Peronospora	ranunculi-sardoi	Peronospora ranunculi-sardoi	Ranunculaceae	Ranunculus sardous	Ranunculus sardous		No	NA	C3		
Peronospora	ranunculi-steveni	Peronospora ranunculi-steveni	Ranunculaceae	Ranunculus acris ssp. acris	Ranunculus acris ssp. acris		No	NA	C3		
Peronospora	rocheliae	Peronospora rocheliae	Boraginaceae	Rochelia bungei	Rochelia bungei		No	NA	C3		
Peronospora	roemeriae	Peronospora roemeriae	Papaveraceae	Roemeria refracta (R. rhoediflora)	Roemeria refracta		No	NA	C3		
Peronospora	romanica	Peronospora romanica	Fabaceae	Medicago sativa ssp. falcata (M. falcata)	Medicago sativa ssp. falcata		No	NA	C3		
Peronospora	rossica	Peronospora rossica	Lamiaceae	Dracocephalum thymiflorum	Dracocephalum thymiflorum		No	NA	C3		
Peronospora	rubiae	Peronospora rubiae	Rubiaceae	Rubia tinctorum	Rubia tinctorum		No	NA	C3		
Peronospora	ruegeriae	Peronospora ruegeriae	Fabaceae	Onobrychis viciifolia (O. sativa)	Onobrychis viciifolia		No	NA	C3		
Peronospora	rugosa	Peronospora rugosa	Boraginaceae	Brachybotrys paridiformis	Brachybotrys paridiformis		No	NA	C3		
Peronospora	rumicis	Peronospora rumicis	Polygonaceae	"Emex spinosa, Polygonum convolvulus, Rumex acetosa, R. acetosella, R. alpestris, (= R. arifolius), R.
auriculatus, R. aviculare, R. hastatus, R. lunaria, R. longifolius, R. montanus, R. patienta, R. polyanthemus, R.
repens, R. scutatus, R. thyrsifolius, R. tuberosus, R. vesicarius."	Rumex acetosella		No	NA	C3		
Peronospora	rumicis-rosei	Peronospora rumicis-rosei	Polygonaceae	Rumex roseus 	Rumex roseus		No	NA	C3		
Peronospora	sakamotoi	Peronospora sakamotoi	Rubiaceae	Gallium dahuricum var. lasicarpum (G. pseudoasprellum)	Gallium dahuricum var. lasicarpum		No	NA	C3		
Peronospora	salicorniae	Peronospora salicorniae	Amaranthaceae	Salicornia europaea (S. herbacea)	Salicornia europaea		No	NA	C3		
Peronospora	salviae-officinalis	Peronospora salviae-officinalis	Lamiaceae	Salvia officinalis	Salvia officinalis		No	NA	C3		
Peronospora	salviae-plebeiae	Peronospora salviae-plebeiae	Lamiaceae	Salvia plebeia	Salvia plebeia		No	NA	C3		
Peronospora	salviae-pratensis	Peronospora salviae-pratensis	Lamiaceae	Salvia pratensis	Salvia pratensis		No	NA	C3		
Peronospora	sanguisorbae	Peronospora sanguisorbae	Rosaceae	Sanguisorba officinalis	Sanguisorba officinalis		No	NA	C3		
Peronospora	satarensis	Peronospora satarensis	Plantaginaceae	Lindenbergia urticifolia	Lindenbergia urticifolia		No	NA	C3		
Peronospora	saturejae-hortensis	Peronospora saturejae-hortensis	Lamiaceae	Satureja hortensis	Satureja hortensis		No	NA	C3		
Peronospora	savulescui	Peronospora savulescui	Fabaceae	Medicago polymorpha (M. hispida)	Medicago polymorpha		No	NA	C3		
Peronospora	saxatilis	Peronospora saxatilis	Plantaginaceae	Veronica fruticans	Veronica fruticans		No	NA	C3		
Peronospora	saxifragae	Peronospora saxifragae	Saxifragaceae	Saxifraga granulate	Saxifraga granulate		No	NA	C3		
Peronospora	schachtii	Peronospora schachtii	Amaranthaceae	Beta vulgaris	Beta vulgaris		No	NA	C3		
Peronospora	scleranthi	Peronospora scleranthi	Caryophyllaceae	Scleranthus annuus	Scleranthus annuus		No	NA	C3		
Peronospora	scutellariae	Peronospora scutellariae	Lamiaceae	Scutellaria galericulata	Scutellaria galericulata		No	NA	C3		
Peronospora	senneniana	Peronospora senneniana	Fabaceae	Lathyrus niger	Lathyrus niger		No	NA	C3		
Peronospora	sepium	Peronospora sepium	Fabaceae	Vicia sepium	Vicia sepium		No	NA	C3		
Peronospora	septentrionalis	Peronospora septentrionalis	Caryophyllaceae	"P. alsinearum, Cerastium cerastoides (C. tryginum)"	Cerastium cerastoides		No	NA	C3		
Peronospora	seymourii	Peronospora seymourii	Rubiaceae	Houstonia caerulea	Houstonia caerulea		No	NA	C3		
Peronospora	sherardiae	Peronospora sherardiae	Rubiaceae	Sherardia arvensis	Sherardia arvensis		No	NA	C3		
Peronospora	sideritidis	Peronospora sideritidis	Lamiaceae	Sideritis montana	Sideritis montana		No	NA	C3		
Peronospora	silenes	Peronospora silenes	Caryophyllaceae	Silene spp. 	Silene spp. 		No	NA	C3		
Peronospora	silvatica	Peronospora silvatica	Rubiaceae	Galium sylvaticum	Galium sylvaticum		No	NA	C3		
Peronospora	silvestris	Peronospora silvestris	Plantaginaceae	"P. grisea, Veronica officinalis"	Veronica officinalis		No	NA	C3		
Peronospora	solenanthi	Peronospora solenanthi	Boraginaceae	Solenanthus circinnatus	Solenanthus circinatus		No	NA	C3		
Peronospora	somniferi	Peronospora somniferi	Papaveraceae	Papaver somniferum	Papaver somniferum		No	NA	C3		
Peronospora	sordida	Peronospora sordida	Scrophulariaceae	"Scrophularia alta~'ca, S. aquatica, S. auriculata, S. bosniaca, S. californica, S. heterophylla, S. lanceolata,
S. marylandica, S. nodosa, S. scopolii, S. umbrosa ( = S. alata), Verbascum banaticum, V. blattaria, V. densiflorum (= V. thapsiforme), V. glabratum ssp. glabratum, V. iychnitis, V. nigrum, V. phlomoides, V. phoenicum, V. speciosum, V. thapsus, V. thapsus ssp. crassifolium ( = V. rnontanum), V. virgatum."	Scrophularia sp		No	NA	C3		
Peronospora	sparsa	Peronospora sparsa	Rosaceae	Rosa sp.	Rosa sp.		No	NA	C3		
Peronospora	species1	Peronospora species1	Rosaceae		Polylepis racemosa		No	NA	C3		
Peronospora	speculariae	Peronospora speculariae	Campanulaceae	"Legousia speculum-veneris (Specularia speculum-veneris), L. hybrida (S. hybrida)"	Legousia speculum-veneris		No	NA	C3		
Peronospora	stachydis	Peronospora stachydis	Lamiaceae	Stachys palustris	Stachys palustris		No	NA	C3		
Peronospora	statices	Peronospora statices	Plumbaginaceae	Limonium gmelinii (Statice gmelinii)	Limonium gmelinii		No	NA	C3		
Peronospora	stellariae-aquaticae	Peronospora stellariae-aquaticae	Caryophyllaceae	Stellaria aquatica	Stellaria aquatica		No	NA	C3		
Peronospora	stellariae-radiantis	Peronospora stellariae-radiantis	Caryophyllaceae	Stellaria radians	Stellaria radians		No	NA	C3		
Peronospora	stellariae-uliginosae	Peronospora stellariae-uliginosae	Caryophyllaceae	Stellaria alsine (Stellaria alsine var. undulata)	Stellaria alsine		No	NA	C3		
Peronospora	stigmaticola	Peronospora stigmaticola	Lamiaceae	Mentha aquatic	Mentha aquatic		No	NA	C3		
Peronospora	swinglei	Peronospora swinglei	Lamiaceae	Salvia reflexa (S. lanceolata)	Salvia reflexa		No	NA	C3		
Peronospora	symphyti	Peronospora symphyti	Boraginaceae	"Symphytum cordatum, S. bulbosum, and S. tuberosum"	Symphytum cordatum		No	NA	C3		
Peronospora	tabacina	Peronospora tabacina	Solanaceae		Nicotiana tabacum		No	NA	C3		
Peronospora	tatarica	Peronospora tatarica	Amaranthaceae	Atriplex tatarica	Atriplex tatarica		No	NA	C4		
Peronospora	teloxydis	Peronospora teloxydis	Amaranthaceae	Chenopodium aristatum	Chenopodium aristatum		No	NA	C3		
Peronospora	tetragonolobi	Peronospora tetragonolobi	Fabaceae	Lotus maritimus [Tetragonolobus maritimus (T. siliquosus)]	Lotus maritimus		No	NA	C3		
Peronospora	tetragonolobi-palestini	Peronospora tetragonolobi-palestini	Fabaceae	Lotus palaestinus (Tetragonolobus palestinus)	Lotus palaestinus		No	NA	C3		
Peronospora	teucrii	Peronospora teucrii	Lamiaceae	"P. lamii, Teucrium botrys"	Teucrium botrys		No	NA	C3		
Peronospora	thesii	Peronospora thesii	Santalaceae	Thesium pyrenaicum (T. pratense)	Thesium pyrenaicum		No	NA	C3		
Peronospora	thyrocarpi	Peronospora thyrocarpi	Boraginaceae	Thyrocarpus sampsonii	Thyrocarpus sampsonii		No	NA	C3		
Peronospora	tornensis	Peronospora tornensis	Caryophyllaceae	Cerastium alpinum	Cerastium alpinum		No	NA	C3		
Peronospora	tozziae	Peronospora tozziae	Orobanchaceae	Tozzia alpina	Tozzia alpina		No	NA	C3		
Peronospora	tranzscheliana	Peronospora tranzscheliana	Orobanchaceae	Melampyrum pratense	Melampyrum pratense		No	NA	C3		
Peronospora	trifolii-alpestris	Peronospora trifolii-alpestris	Fabaceae	Trifolium alpestre	Trifolium alpestre		No	NA	C3		
Peronospora	trifolii-arvensis	Peronospora trifolii-arvensis	Fabaceae	Trifolium arvense	Trifolium arvense		No	NA	C3		
Peronospora	trifolii-formosi	Peronospora trifolii-formosi	Fabaceae	Trifolium dasyurum	Trifolium dasyurum		No	NA	C3		
Peronospora	trifolii-hybridi	Peronospora trifolii-hybridi	Fabaceae	"Trifolium hybridium, T. spadiceum"	Trifolium hybridium		No	NA	C3		
Peronospora	trifolii-minoris	Peronospora trifolii-minoris	Fabaceae	"Trifolium aureum, T badium, T. campestre, T dubium, and T. pratens"	Trifolium dubium		No	NA	C3		
Peronospora	trifolii-pratensis	Peronospora trifolii-pratensis	Fabaceae	Trifolium pratense	Trifolium pratense		No	NA	C3		
Peronospora	trifolii-repentis	Peronospora trifolii-repentis	Fabaceae	"Trifolium repens, T. montanum, T. rubens"	Trifolium repens		No	NA	C3		
Peronospora	trifoliorum	Peronospora trifoliorum	Fabaceae	"Medicago sativa, Trifolium medium"	Trifolium medium		No	NA	C3		
Peronospora	trigonellae	Peronospora trigonellae	Fabaceae	"Trigonella foenum-graecum, Medicago polyceratia (Trigonella polyceratia)"	Trigonella foenum-graecum		No	NA	C3		
Peronospora	trigonotidis	Peronospora trigonotidis	Boraginaceae	Trigonotis peduncularis	Trigonotis peduncularis		No	NA	C3		
Peronospora	trivialis	Peronospora trivialis	Caryophyllaceae	Cerastium fontanum ssp. triviale (C. triviale)	Cerastium fontanum ssp. triviale		No	NA	C3		
Peronospora	uljanishchevii	Peronospora uljanishchevii	Boraginaceae	Tournefortia sibirica	Tournefortia sibirica		No	NA	C3		
Peronospora	uralensis	Peronospora uralensis	Caryophyllaceae	Cerastium pauciflorum (C. ledebourianum)	Cerastium pauciflorum		No	NA	C3		
Peronospora	ussuriensis	Peronospora ussuriensis	Amaranthaceae		Chenopodium album		No	NA	C3		
Peronospora	valerianae	Peronospora valerianae	Caprifoliaceae	Valeriana officinalis	Valeriana officinalis		No	NA	C3		
Peronospora	valerianellae	Peronospora valerianellae	Caprifoliaceae	Valerianella carinata	Valerianella carinata		No	NA	C3		
Peronospora	valesiaca	Peronospora valesiaca	Euphorbiaceae	Euphorbia seguieriana	Euphorbia seguieriana		No	NA	C3		
Peronospora	variabilis	Peronospora variabilis	Amaranthaceae	Chenopodium album	Chenopodium album		No	NA	C3		
Peronospora	verbasci	Peronospora verbasci	Scrophulariaceae	"Verbascum densiflorum, V. lychnitis, V. nigrum, V. phlomoides, and V. thapsus"	Verbascum densiflorum		No	NA	C3		
Peronospora	verbenae	Peronospora verbenae	Verbenaceae	Verbena officinalis	Verbena officinalis		No	NA	C3		
Peronospora	verna	Peronospora verna	Plantaginaceae	Veronica serpyllifolia	Veronica serpyllifolia		No	NA	C3		
Peronospora	vernalis	Peronospora vernalis	Caryophyllaceae	"Spergula morisonii (S. vernalis), S. pentandra"	Spergula morisonii		No	NA	C3		
Peronospora	veronicae-cymbalariae	Peronospora veronicae-cymbalariae	Plantaginaceae	Veronica cymbalaria	Veronica cymbalaria		No	NA	C3		
Peronospora	viciae	Peronospora viciae	Fabaceae	Vicia sativa	Vicia sativa		No	NA	C3		
Peronospora	viciae-sativae	Peronospora viciae-sativae	Fabaceae	"Vicia sativa, V. americana, V. villosa"	Vicia sativa		No	NA	C3		
Peronospora	viciae-venosae	Peronospora viciae-venosae	Fabaceae	Vicia venosa	Vicia venosa		No	NA	C3		
Peronospora	viennotii	Peronospora viennotii	Fabaceae	Cytisus scoparius (Sarothamnus scoparius)	Cytisus scoparius		No	NA	C3		
Peronospora	vincae	Peronospora vincae	Apocynaceae	Vinca minor	Vinca minor		No	NA	C3		
Peronospora	violacea	Peronospora violacea	Caprifoliaceae	Knautia arvensis	Knautia arvensis		No	NA	C3		
Peronospora	violae	Peronospora violae	Violaceae	Viola arvensis (V. tricolor var. arvensis)	Viola arvensis		No	NA	C3		
Peronospora	vistulensis	Peronospora vistulensis	Amaranthaceae	Salsola kali	Salsola kali		No	NA	C4		
Peronospora	whippleae	Peronospora whippleae	Hydrangeaceae	Whipplea modesta	Whipplea modesta		No	NA	C3		
Peronospora	yamadana	Peronospora yamadana	Ranunculaceae	Thalictrum tuberiferum	Thalictrum tuberiferum		No	NA	C3		
Peronospora	ziziphorae	Peronospora ziziphorae	Lamiaceae	Ziziphora tenuior	Ziziphora tenuior		No	NA	C3		
Plasmopara	acalyphae	Plasmopara acalyphae	Euphorbiaceae	Acalypha virginica	Acalypha virginica		No	NA	C3		
Plasmopara	achyranthis	Plasmopara achyranthis	Amaranthaceae	Achyranthes bidentata	Achyranthes bidentata		No	NA	C3		
Plasmopara	affinis f. affinis	Plasmopara affinis f. affinis	Asteraceae	Ratibida pinnata	Ratibida pinnata		No	NA	C3		
Plasmopara	affinis f. silphii	Plasmopara affinis f. silphii	Asteraceae	Silphium integrifolium	Silphium integrifolium		No	NA	C3		
Plasmopara	ammi	Plasmopara ammi	Apiaceae	Ammi majus	Ammi majus		No	NA	C3		
Plasmopara	anemones-nemorosae	Plasmopara anemones-nemorosae	Ranunculaceae	Anemone nemorosa	Anemone nemorosa		No	NA	C3		
Plasmopara	anethi	Plasmopara anethi	Apiaceae	Anethum graveolens	Anethum graveolens		No	NA	C3		
Plasmopara	angelicae	Plasmopara angelicae	Apiaceae	Angelica sylvestris	Angelica sylvestris		No	NA	C3		
Plasmopara	angustiterminalis f. ambrosiae	Plasmopara angustiterminalis f. ambrosiae	Asteraceae	Ambrosia psilostachya	Ambrosia psilostachya		No	NA	C3		
Plasmopara	angustiterminalis f. angustiterminalis	Plasmopara angustiterminalis f. angustiterminalis	Asteraceae	Xanthium strumarium	Xanthium strumarium		No	NA	C3		
Plasmopara	angustiterminalis f. bidentis	Plasmopara angustiterminalis f. bidentis	Asteraceae	Bidens vulgata	Bidens vulgata		No	NA	C3		
Plasmopara	apii	Plasmopara apii	Apiaceae	Apium graveolens	Apium graveolens		No	NA	C3		
Plasmopara	archangelicae	Plasmopara archangelicae	Apiaceae	Angelica archangelica subsp. decurrens (Archangelica decurrens)	Angelica archangelica subsp. decurrens		No	NA	C3		
Plasmopara	asterea f. asterea	Plasmopara asterea f. asterea	Asteraceae	Aster alpinus	Aster alpinus		No	NA	C3		
Plasmopara	asterea f. callistephi	Plasmopara asterea f. callistephi	Asteraceae	Callistephus chinensis	Callistephus chinensis		No	NA	C3		
Plasmopara	asterea f. galatellae	Plasmopara asterea f. galatellae	Asteraceae	Galatella sp.	Galatella sp.		No	NA	C3		
Plasmopara	asterea f. heteropappi	Plasmopara asterea f. heteropappi	Asteraceae	Kalimeris altaica (Heteropappus canescens)	Kalimeris altaica		No	NA	C3		
Plasmopara	asystasiae	Plasmopara asystasiae	Acanthaceae	Asystasia gangetica	Asystasia gangetica		No	NA	C3		
Plasmopara	australis	Plasmopara australis	Cucurbitaceae	Cyclanthera hystrix	Cyclanthera hystrix		No	NA	C3		
Plasmopara	baudysii	Plasmopara baudysii	Apiaceae	Berula erecta	Berula erecta		No	NA	C3		
Plasmopara	borreriae	Plasmopara borreriae	Rubiaceae	Mitracarpus hirtus	Mitracarpus hirtus		No	NA	C3		
Plasmopara	calaminthae	Plasmopara calaminthae	Lamiaceae	Clinopodium chinense (Calamintha chinensis)	Clinopodium chinense		No	NA	C3		
Plasmopara	carlottae	Plasmopara carlottae	Apiaceae	Conioselinum chinense (C. pacificum)	Conioselinum chinense		No	NA	C3		
Plasmopara	carthami	Plasmopara carthami	Asteraceae	Carthamus tinctorius	Carthamus tinctorius		No	NA	C3		
Plasmopara	caucalis	Plasmopara caucalis	Apiaceae	Orlaya grandiflora (Caucalis daucoides)	Orlaya grandiflora		No	NA	C3		
Plasmopara	cenolophii	Plasmopara cenolophii	Apiaceae	Cenolophium denudatum (C. fischeri)	Cenolophium denudatum		No	NA	C3		
Plasmopara	cephalophora	Plasmopara cephalophora	Lamiaceae	Physostegia parviflora	Physostegia parviflora		No	NA	C3		
Plasmopara	cercidis	Plasmopara cercidis	Fabaceae	Cercis canadensis	Cercis canadensis		Tree	Deciduous	C3		
Plasmopara	chaerophylli	Plasmopara chaerophylli	Apiaceae	Anthriscus sylvestris (Chaerophyllum sylvestre)	Anthriscus sylvestris		No	NA	C3		
Plasmopara	chinensis	Plasmopara chinensis	Vitaceae	Vitis sp	Vitis sp		No	NA	C3		
Plasmopara	cimicifugae	Plasmopara cimicifugae	Ranunculaceae	Actaea simplex (Cimicifuga foetida var. intermedia)	Actaea simplex		No	NA	C3		
Plasmopara	cissi	Plasmopara cissi	Vitaceae	Cissus sp.	Cissus sp		No	NA	C3		
Plasmopara	conii	Plasmopara conii	Apiaceae	Conium maculatum	Conium maculatum		No	NA	C3		
Plasmopara	constantinescui	Plasmopara constantinescui	Balsaminaceae	"Impatiens capensis, Impatiens noli-tangere, Impatiens biflora, I. fulva, and I. pallida   "	Impatiens noli-tangere		No	NA	C3		
Plasmopara	cruseae	Plasmopara cruseae	Rubiaceae	Crusea setosa (Crusea cruciata)	Crusea setosa		No	NA	C3		
Plasmopara	cryptotaeniae	Plasmopara cryptotaeniae	Apiaceae	Cryptotaenia japonica	Cryptotaenia japonica		No	NA	C3		
Plasmopara	dahurici	Plasmopara dahurici	Apiaceae	Cnidium dahuricum	Cnidium dahuricum		No	NA	C3		
Plasmopara	dauci	Plasmopara dauci	Apiaceae	"Daucus carota, Pastinaca sativa  "	Daucus carota		No	NA	C3		
Plasmopara	densa	Plasmopara densa	Orobanchaceae	Rhinanthus ‘major’	Rhinanthus		No	NA	C3		
Plasmopara	destructor	Plasmopara destructor	Balsaminaceae	Impatiens walleriana	Impatiens walleriana		No	NA	C3		
Plasmopara	domingensis	Plasmopara domingensis	Asteraceae	Parthenium hysterophorus	Parthenium hysterophorus		No	NA	C3		
Plasmopara	elatostematis	Plasmopara elatostematis	Urticaceae	Elatostema umbellatum var. involcuratum	Elatostema umbellatum		No	NA	C3		
Plasmopara	elegantissima	Plasmopara elegantissima	Balsaminaceae	Impatiens textori	Impatiens textori		No	NA	C3		
Plasmopara	elsholtziae	Plasmopara elsholtziae	Lamiaceae	Elsholtzia ciliata	Elsholtzia ciliata		No	NA	C3		
Plasmopara	epilobii	Plasmopara epilobii	Onagraceae	Epilobium parviflorum	Epilobium parviflorum		No	NA	C3		
Plasmopara	euphrasiae	Plasmopara euphrasiae	Orobanchaceae	Euphrasia stricta	Euphrasia stricta		No	NA	C3		
Plasmopara	galinsogae	Plasmopara galinsogae	Asteraceae	Galinsoga parviflora	Galinsoga parviflora		No	NA	C3		
Plasmopara	geranii	Plasmopara geranii	Geraniaceae	Geranium maculatum	Geranium maculatum		No	NA	C3		
Plasmopara	geranii-pratensis	Plasmopara geranii-pratensis	Geraniaceae	Geranium pratense	Geranium pratense		No	NA	C3		
Plasmopara	geranii-silvatici	Plasmopara geranii-silvatici	Geraniaceae	Geranium sylvaticum	Geranium sylvaticum		No	NA	C3		
Plasmopara	gnaphalii	Plasmopara gnaphalii	Asteraceae	Gnaphalium purpureum	Gnaphalium purpureum		No	NA	C3		
Plasmopara	gonolobi	Plasmopara gonolobi	Apocynaceae	Gonolobus caroliniensis (Vincetoxicum hirsutum)	Gonolobus caroliniensis		No	NA	C3		
Plasmopara	halstedii	Plasmopara halstedii	Asteraceae	Eupatorium purpureum	Eupatorium purpureum		No	NA	C3		
Plasmopara	harae	Plasmopara harae	Hydrangeaceae	Cardiandra alternifolia	Cardiandra alternifolia		No	NA	C3		
Plasmopara	helianthi f. helianthi	Plasmopara helianthi f. helianthi	Asteraceae	Helianthus annuus	Helianthus annuus		No	NA	C3		
Plasmopara	helianthi f. patens	Plasmopara helianthi f. patens	Asteraceae	Helianthus strumosus	Helianthus strumosus		No	NA	C3		
Plasmopara	helianthi f. perennis	Plasmopara helianthi f. perennis	Asteraceae	Helianthus doronicoides	Helianthus doronicoides		No	NA	C3		
Plasmopara	heliocarpi	Plasmopara heliocarpi	Malvaceae	Heliocarpus americanus	Heliocarpus americanus		Tree	evergreen	C3		
Plasmopara	hellebori-purpurascentis	Plasmopara hellebori-purpurascentis	Ranunculaceae	Helleborus purpurascens	Helleborus purpurascens		No	NA	C3		
Plasmopara	illinoensis	Plasmopara illinoensis	Urticaceae	Parietaria pennsylvanica	Parietaria pennsylvanica		No	NA	C3		
Plasmopara	impatientis	Plasmopara impatientis	Balsaminaceae	Impatiens sp. 	Impatiens capensis		No	NA	C3		
Plasmopara	invertifolia	Plasmopara invertifolia	Asteraceae	Helichrysum bracteatum	Helichrysum bracteatum		No	NA	C3		
Plasmopara	isopyri	Plasmopara isopyri	Ranunculaceae	Isopyrum thalictroides	Isopyrum thalictroides		No	NA	C3		
Plasmopara	lactucae-radicis	Plasmopara lactucae-radicis	Asteraceae	Lactuca sativa	Lactuca sativa		No	NA	C3		
Plasmopara	laserpitii	Plasmopara laserpitii	Apiaceae	Laserpitium latifolium	Laserpitium latifolium		No	NA	C3		
Plasmopara	latifolii	Plasmopara latifolii	Onagraceae	Epilobium latifolium	Epilobium latifolium		No	NA	C3		
Plasmopara	majewskii	Plasmopara majewskii	Asteraceae	Arctotis x hybrida	Arctotis x hybrida		No	NA	C3		
Plasmopara	megasperma	Plasmopara megasperma	Violaceae		Viola arvensis		No	NA	C3		
Plasmopara	mei-foeniculi	Plasmopara mei-foeniculi	Apiaceae	"Foeniculum officinale, Meum athamanticum, M. mutellina"	Foeniculum officinale		No	NA	C3		
Plasmopara	mikaniae	Plasmopara mikaniae	Asteraceae	Mikania scandens	Mikania scandens		No	NA	C3		
Plasmopara	miyakeana	Plasmopara miyakeana	Urticaceae	Urtica thunbergiana	Urtica thunbergiana		No	NA	C3		
Plasmopara	muralis	Plasmopara muralis	Vitaceae	Parthenocissus quinquefolia 	Parthenocissus tricuspidata		No	NA	C3		
Plasmopara	myosotidis	Plasmopara myosotidis	Boraginaceae	Myosotis laxa	Myosotis laxa		No	NA	C3		
Plasmopara	nakanoi	Plasmopara nakanoi	Papaveraceae	Corydalis incisa	Corydalis incisa		No	NA	C3		
Plasmopara	nivea	Plasmopara nivea	Apiaceae	Aegopodium podagraria	Aegopodium podagraria		No	NA	C3		
Plasmopara	obducens	Plasmopara obducens	Balsaminaceae	Impatiens noli-tangere	Impatiens noli-tangere		No	NA	C3		
