Genus	Specific Epithet	Name	Host family	Hosts	Type Host Species Name	Mycorrhizae	Tree	Deciduous_Evergreen	Photosynthesis		
Peronospora	canadensis	Peronospora canadensis	Plantaginaceae	Linaria canadensis	Linaria canadensis		No	NA	C3		
Peronospora	candida	Peronospora candida	Primulaceae	Anagallis arvensis var. caerulea [A. arvensis (A. caerulea)]	Anagallis arvensis		No	NA	C3		
Peronospora	canescens	Peronospora canescens	Plantaginaceae	Plantago canescens	Plantago canescens		No	NA	C3		
Peronospora	canscorina	Peronospora canscorina	Gentianaceae	Canscora diffusa	Canscora diffusa		No	NA	C3		
Peronospora	capsici	Peronospora capsici	Solanaceae	Capsicum annuum	Capsicum annuum		No	NA	C3		
Peronospora	casparyi	Peronospora casparyi	Caryophyllaceae	Pseudostellaria davidii	Pseudostellaria davidii		No	NA	C3		
Peronospora	celsiae	Peronospora celsiae	Scrophulariaceae	Verbascum chinense [Verbascum coromandelianum (Celsia coromandelina)]	Verbascum chinense		No	NA	C3		
Peronospora	cephalariae	Peronospora cephalariae	Caprifoliaceae	Cephalaria leucantha	Cephalaria leucantha		No	NA	C3		
Peronospora	cephalariae-laevigatae	Peronospora cephalariae-laevigatae	Caprifoliaceae	Cephalaria laevigata	Cephalaria laevigata		No	NA	C3		
Peronospora	cerastii-anomali	Peronospora cerastii-anomali	Caryophyllaceae	Cerastium dubium (Cerastium anomalum)	Cerastium dubium		No	NA	C3		
Peronospora	cerastii-brachypetali	Peronospora cerastii-brachypetali	Caryophyllaceae	Cerastium brachypetalum	Cerastium brachypetalum		No	NA	C3		
Peronospora	cerastii-glandulosi	Peronospora cerastii-glandulosi	Caryophyllaceae	Cerastium glomeratum (Cerastium vulgatum var. glandulosum)	Cerastium glomeratum		No	NA	C3		
Peronospora	cerinthes	Peronospora cerinthes	Boraginaceae	Cerinthe minor	Cerinthe minor		No	NA	C3		
Peronospora	chamaesphaci	Peronospora chamaesphaci	Lamiaceae	Chamaesphacos ilicifolius	Chamaesphacos ilicifolius		No	NA	C3		
Peronospora	chamaesycis	Peronospora chamaesycis	Euphorbiaceae	"P. euphorbiae, Euphorbia serpens"	Euphorbia serpens		No	NA	C4		
Peronospora	chelidonii	Peronospora chelidonii	Papaveraceae	Chelidonium majus	Chelidonium majus		No	NA	C3		
Peronospora	chenopodii	Peronospora chenopodii	Amaranthaceae	Chenopodium hybridium	Chenopodium hybridium		No	NA	C3		
Peronospora	chenopodii-ficifolii	Peronospora chenopodii-ficifolii	Amaranthaceae	Chenopodium ficifolium	Chenopodium ficifolium		No	NA	C3		
Peronospora	chenopodii-glauci	Peronospora chenopodii-glauci	Amaranthaceae	"P. effusa, Chenopodium glaucum"	Chenopodium glaucum		No	NA	C3		
Peronospora	chenopodii-opulifolii	Peronospora chenopodii-opulifolii	Amaranthaceae	Chenopodium opulifolium	Chenopodium opulifolium		No	NA	C3		
Peronospora	chenopodii-polyspermi	Peronospora chenopodii-polyspermi	Amaranthaceae	Chenopodium polyspermum	Chenopodium polyspermum		No	NA	C3		
Peronospora	chenopodii-rubri	Peronospora chenopodii-rubri	Amaranthaceae	"P. effusa, Chenopodium rubrum"	Chenopodium rubrum		No	NA	C3		
Peronospora	chenopodii-urbici	Peronospora chenopodii-urbici	Amaranthaceae	Chenopodium urbicum	Chenopodium urbicum		No	NA	C3		
Peronospora	chenopodii-vulvariae	Peronospora chenopodii-vulvariae	Amaranthaceae	Chenopodium vulvaria	Chenopodium vulvaria		No	NA	C3		
Peronospora	chlorae	Peronospora chlorae	Gentinaceae	"Blackstonia perfoliata (Chlora perfoliata), Eustoma (Lisianthus) "	Blackstonia perfoliata		No	NA	C3		
Peronospora	choii	Peronospora choii	Lamiaceae	Plectranthus scutellarioides	Plectranthus scutellarioides		No	NA	C3		
Peronospora	chrysosplenii	Peronospora chrysosplenii	Saxifragaceae	Chrysosplenium alternifolium	Chrysosplenium alternifolium		No	NA	C3		
Peronospora	ciceris	Peronospora ciceris	Fabaceae	Cicer arietinum	Cicer arietinum		No	NA	C3		
Peronospora	cilicica	Peronospora cilicica	Fabaceae	Vicia narbonensis	Vicia narbonensis		No	NA	C3		
Peronospora	claytoniae	Peronospora claytoniae	Caryophyllaceae	Clatyonia virginica	Clatyonia virginica		No	NA	C3		
Peronospora	clinopodii	Peronospora clinopodii	Lamiaceae	Clinopodium micranthum var. sachalinense (C. sachalinense)	Clinopodium micranthum var. sachalinense		No	NA	C3		
Peronospora	conglomerata	Peronospora conglomerata	Geraniaceae	Geranium pusillum	Geranium pusillum		No	NA	C3		
Peronospora	consolidae	Peronospora consolidae	Ranunculaceae	Consolida regalis (Delphinium consolida)	Consolida regalis		No	NA	C3		
Peronospora	convolvuli	Peronospora convolvuli	Convolvulaceae	Convolvulus arvensis	Convolvulus arvensis		No	NA	C3		
Peronospora	corollae	Peronospora corollae	Campanulaceae	Campanula persicifolia	Campanula persicifolia		No	NA	C3		
Peronospora	coronillae	Peronospora coronillae	Fabaceae	"Securigera varia (Coronilla varia), C. scorpioides"	Securigera varia		No	NA	C3		
Peronospora	coronillicola	Peronospora coronillicola	Fabaceae	Coronilla valentina (C. valentina ssp. glauca)	Coronilla valentina		No	NA	C3		
Peronospora	cortusae	Peronospora cortusae	Primulaceae	Primula matthioli (Cortusa matthioli)	Primula matthioli		No	NA	C3		
Peronospora	corydalis	Peronospora corydalis	Papaveraceae	Corydalis solida	Corydalis solida		No	NA	C3		
Peronospora	corydalis-intermediae	Peronospora corydalis-intermediae	Papaveraceae	"Corydalis intermedia, C. aurea var. occidentalis, C. micrantha"	Corydalis intermedia		No	NA	C3		
Peronospora	cristata	Peronospora cristata	Papaveraceae	Papaver hybridum	Papaver hybridum		No	NA	C3		
Peronospora	crucianellae	Peronospora crucianellae	Rubiaceae	Crucianella hirta	Crucianella hirta		No	NA	C3		
Peronospora	cucubali	Peronospora cucubali	Caryophyllaceae	Silene baccifer (Cucubalus baccifer)	Silene baccifer		No	NA	C3		
Peronospora	cynoglossi	Peronospora cynoglossi	Boraginaceae	Cynoglossum virginianum	Cynoglossum virginianum		No	NA	C3		
Peronospora	cyparissiae	Peronospora cyparissiae	Euphorbiaceae	Euphorbia cyparisias	Euphorbia cyparissias		No	NA	C3		
Peronospora	cytisi	Peronospora cytisi	Fabaceae	Laburnum anagyroides (Cytisus laburnum)	Laburnum anagyroides		No	NA	C3		
Peronospora	davisii	Peronospora davisii	Lamiaceae	Dracocephalum parviflorum	Dracocephalum parviflorum		No	NA	C3		
Peronospora	debaryi	Peronospora debaryi	Urticaceae	Utrica urens	Utrica urens		No	NA	C3		
Peronospora	desmodii	Peronospora desmodii	Fabaceae	Hylodesmum podocarpum ssp. oxyphyllum [Desmodium oxyphyllum (D. racemousus)]	Hylodesmum podocarpum ssp. oxyphyllum		No	NA	C3		
Peronospora	destructor	Peronospora destructor	Amaryllidaceae	Allium cepa	Allium cepa		No	NA	C3		
Peronospora	dianthi	Peronospora dianthi	Caryophyllaceae	Petrorhagia prolifera (Dianthus prolifer)	Petrorhagia prolifera		No	NA	C3		
Peronospora	dicentrae	Peronospora dicentrae	Papaveraceae	Dicentra canadensis	Dicentra canadensis		No	NA	C3		
Peronospora	digitalidis	Peronospora digitalidis	Plantaginaceae	"Digitalis grandiflora, D. lutea, D. purpurea, D. ferruginea"	Digitalis grandiflora		No	NA	C3		
Peronospora	dipeltae	Peronospora dipeltae	Fabaceae	Astragalus dipelta (Dipelta turkestanica)	Astragalus dipelta		No	NA	C3		
Peronospora	dipsaci	Peronospora dipsaci	Caprifoliaceae	Dipsacus fullonum (D. sylvestris)	Dipsacus fullonum		No	NA	C3		
Peronospora	dorycnii	Peronospora dorycnii	Fabaceae	Dorycnium pentaphyllum ssp. herbaceum (D. intermedium)	Dorycnium pentaphyllum ssp. herbaceum		No	NA	C3		
Peronospora	dracocephali	Peronospora dracocephali	Lamiaceae	Dracocephalum ruyschiana	Dracocephalum ruyschiana		No	NA	C3		
Peronospora	dubia	Peronospora dubia	Solanaceae	"P. hyoscyami, Hyoscyamus niger"	Hyoscyamus niger		No	NA	C3		
Peronospora	ducometii	Peronospora ducometii	Polygonaceae	Fagopyrum esculentum (F. sagittatum)	Fagopyrum esculentum		No	NA	C3		
Peronospora	echii	Peronospora echii	Boraginaceae		Echium vulgare		No	NA	C3		
Peronospora	echinopsili	Peronospora echinopsili	Amaranthaceae	Bassia hyssopifolia (Echinopsilon hyssopifolium)	Bassia hyssopifolia		No	NA	C4		
Peronospora	echinospermi	Peronospora echinospermi	Boraginaceae		Lappula occidentalis var. cupulata 		No	NA	C3		
Peronospora	effusa	Peronospora effusa	Amaranthaceae	Spinacia oleracea	Spinacia oleracea		No	NA	C3		
Peronospora	effusa-ciconia	Peronospora effusa-ciconia	Geraniaceae	Erodium ciconium	Erodium ciconium		No	NA	C3		
Peronospora	elsholtziae	Peronospora elsholtziae	Lamiaceae	Elsholtzia ciliata (E. patrinii)	Elsholtzia ciliata		No	NA	C3		
Peronospora	embergeri	Peronospora embergeri	Euphorbiaceae	Euphorbia characias	Euphorbia characias		No	NA	C3		
Peronospora	epiphylla	Peronospora epiphylla	Amaranthaceae	Atriplex prostrata ssp. calotheca (Atriplex hastata)	Atriplex prostrata ssp. calotheca		No	NA	C3		
Peronospora	eranthidis-hyemalis	Peronospora eranthidis-hyemalis	Ranunculaceae	Eranthis hyemalis	Eranthis hyemalis		No	NA	C3		
Peronospora	erigoni	Peronospora erigoni	Polygonaceae	Eriogonum deflexum	Eriogonum deflexum		No	NA	C3		
Peronospora	erinicola	Peronospora erinicola	Campanulaceae	Campanula erinus	Campanula erinus		No	NA	C3		
Peronospora	eritrichii	Peronospora eritrichii	Boraginaceae	Eritrichium pectinatum	Eritrichium pectinatum		No	NA	C3		
Peronospora	erodii	Peronospora erodii	Geraniaceae	Erodium cicutarium	Erodium cicutarium		No	NA	C3		
Peronospora	ervi	Peronospora ervi	Fabaceae	Vicia hirsuta	Vicia hirsuta		No	NA	C3		
Peronospora	erythraeae	Peronospora erythraeae	Gentianaceae	"Centaurium erythraea (Erythraea centaurium), C. littorale (E. littoralis), and C. pulchellum (E. pulchella)"	Centaurium erythraea		No	NA	C3		
Peronospora	esperaussensis	Peronospora esperaussensis	Fabaceae	Lotus angustissimus	Lotus angustissimus		No	NA	C3		
Peronospora	esulae	Peronospora esulae	Euphorbiaceae	"P. euphorbiae, Euphorbia esula"	Euphorbia esula		No	NA	C3		
Peronospora	euphorbiae	Peronospora euphorbiae	Euphorbiaceae	"Euphorbia dulcis, E. paralias, E. peploides, E. peplus, E. platyphylla, E. prostrata, E. serpens, E.
serpyllifolia, E. serratula (= E. stricta)."	Euphorbia platyphyllos		No	NA	C3		
Peronospora	euphorbiae-glyptospermae	Peronospora euphorbiae-glyptospermae	Euphorbiaceae	"P. chamaesycis, Euphorbia glyptosperma"	Euphorbia glyptosperma		No	NA	C4		
Peronospora	euphorbiae-thymifoliae	Peronospora euphorbiae-thymifoliae	Euphorbiaceae	Euphorbia humifusa (E. pseudochamaesyce (E. thymifolia sensu Thunb. non L.)	Euphorbia humifusa		No	NA	C4		
Peronospora	eurotiae	Peronospora eurotiae	Amaranthaceae	Krascheninnikovia ceratoides (Eurotia ceratoides)	Krascheninnikovia ceratoides		No	NA	C3		
Peronospora	fabae	Peronospora fabae	Fabaceae	Vicia faba	Vicia faba		No	NA	C3		
Peronospora	favargeri	Peronospora favargeri	Euphorbiaceae	Euphorbia hirta	Euphorbia hirta		No	NA	C4		
Peronospora	ficariae	Peronospora ficariae	Ranunculaceae	"Anemone coronaria, Helleborus purpurascens, Ficaria calthifolia, F. ledebourii, F. ficarioides, Ranunculus
abortivus, R. acriformis, R. acer, R. acris, R. alpestris, R. auricomus, R. bulbosus, R. carpaticus, R. cassubicus,
R. constantinopolitanus, R. crenatus, R. fascicularis, R. ficaria (= Ficaria verna), R. flammula ssp. flammula, R.
languinosus, R. lateriflorus, R. lingua, R. montanus, R. nemorosus, R. oreophilus, R. oxyspermus, R. pedatus,
R. pennsylvanicus, R. platanifolius, R. polyanthemus, R. pseudoplatanus, R. recurvatus, R. repens, R. sardous,
R. scleratus, R. septentrionalis, R. uncinatus (= R. bongardi), R. velutinus."	Ficaria verna		No	NA	C3		
Peronospora	flava	Peronospora flava	Plantaginaceae	"P. linariae, Linaria vulgaris"	Linaria vulgaris		No	NA	C3		
Peronospora	fontana	Peronospora fontana	Caryophyllaceae	Cerastium fontanum	Cerastium fontanum		No	NA	C3		
Peronospora	fragariae	Peronospora fragariae	Rosaceae	Potentilla sterilis	Potentilla sterilis		No	NA	C3		
Peronospora	fritzii	Peronospora fritzii	Convolvulaceae	Convolvulus althaeoides	Convolvulus althaeoides		No	NA	C3		
Peronospora	fujitai	Peronospora fujitai	Amaryllidaceae	Allium victorialis	Allium victorialis		No	NA	C3		
Peronospora	fulva	Peronospora fulva	Fabaceae	Lathyrus pratensis	Lathyrus pratensis		No	NA	C3		
Peronospora	gaeumannii	Peronospora gaeumannii	Papaveraceae	"P. arborescens, Agremone mexicana"	Agremone mexicana		No	NA	C3		
Peronospora	galegae	Peronospora galegae	Fabaceae	Galega officinalis	Galega officinalis		No	NA	C3		
Peronospora	galeopsidis	Peronospora galeopsidis	Fabaceae	Galeopsis tetrahit	Galeopsis tetrahit		No	NA	C3		
Peronospora	galii	Peronospora galii	Rubiaceae	Gallium mollugo	Gallium mollugo		No	NA	C3		
Peronospora	galii-anglici	Peronospora galii-anglici	Rubiaceae	Galium sp	Galium sp		No	NA	C3		
Peronospora	galii-pedemontani	Peronospora galii-pedemontani	Rubiaceae	Cruciata pedemontana (Galium pedemontanum)	Cruciata pedemontana		No	NA	C3		
Peronospora	galii-rubioides	Peronospora galii-rubioides	Rubiaceae	Galium rubioides	Galium rubioides		No	NA	C3		
Peronospora	galii-trifidii	Peronospora galii-trifidii	Rubiaceae	Galium trifidum	Galium trifidum		No	NA	C3		
Peronospora	galii-veri	Peronospora galii-veri	Rubiaceae	"P. calotheca, Galium verum"	Galium verum		No	NA	C3		
Peronospora	gaponenkoae	Peronospora gaponenkoae	Plantaginaceae	Plantago lanceolata	Plantago lanceolata		No	NA	C3		
Peronospora	gei	Peronospora gei	Rosaceae	"P. potentillae, Geum canadense"	Geum canadense		No	NA	C3		
Peronospora	gentianae	Peronospora gentianae	Gentinaceae	Gentianella campestris (Gentiana campestris)	Gentianella campestris		No	NA	C3		
Peronospora	gigantea	Peronospora gigantea	Ranunculaceae	Ranunculus lingua	Ranunculus lingua		No	NA	C3		
Peronospora	glacialis	Peronospora glacialis	Ranunculaceae	Ranunculus glacialis	Ranunculus glacialis		No	NA	C3		
Peronospora	glaucii	Peronospora glaucii	Papaveraceae	Glaucium corniculatum	Glaucium corniculatum		No	NA	C3		
Peronospora	glechomae	Peronospora glechomae	Lamiaceae	Glechoma hederacea	Glechoma hederacea		No	NA	C3		
Peronospora	gregoriae	Peronospora gregoriae	Primulaceae	Vitaliana primuliflora [Douglasia vitaliana (Gregoria vitaliana)]	Vitaliana primuliflora		No	NA	C3		
Peronospora	grisea	Peronospora grisea	Plantaginaceae	Veronica beccabunga	Veronica beccabunga		No	NA	C3		
Peronospora	gypsophilae	Peronospora gypsophilae	Caryophyllaceae	Gypsophila muralis	Gypsophila muralis		No	NA	C3		
Peronospora	hariotii	Peronospora hariotii	Scrophulariaceae	Buddleja globosa	Buddleja globosa		No	NA	C3		
Peronospora	hedeomatis	Peronospora hedeomatis	Lamiaceae	Hedeoma hispida	Hedeoma hispida		No	NA	C3		
Peronospora	hellebori-purpurascentis	Peronospora hellebori-purpurascentis	Ranunculaceae	Helleborus purpurascens	Helleborus purpurascens		No	NA	C3		
Peronospora	helvetica	Peronospora helvetica	Caryophyllaceae	Cerastium latifolium	Cerastium latifolium		No	NA	C3		
Peronospora	herniariae	Peronospora herniariae	Caryophyllaceae	Herniaria hirsuta	Herniaria hirsuta		No	NA	C3		
Peronospora	hiemalis	Peronospora hiemalis	Ranunculaceae	"Ranunculus acris (R. acer), R. auricomus, R. lanuginosus"	Ranunculus acris 		No	NA	C3		
Peronospora	hiratsukae	Peronospora hiratsukae	Rubiaceae	Galium kikiumugura	Galium kikiumugura		No	NA	C3		
Peronospora	holostei	Peronospora holostei	Caryophyllaceae	"P. holostii, Holosteum umbellatum"	Holosteum umbellatum		No	NA	C3		
Peronospora	hommae	Peronospora hommae	Rubiaceae	Galium trifloriformis	Galium trifloriformis		No	NA	C3		
Peronospora	honckenyae	Peronospora honckenyae	Caryophyllaceae	"P. alsinearum var. honkenyae, Honckenya peploides"	Honckenya peploides		No	NA	C3		
Peronospora	hydrophylli	Peronospora hydrophylli	Boraginaceae	Hydrophyllum virginianum	Hydrophyllum virginianum		No	NA	C3		
Peronospora	hylomeconis	Peronospora hylomeconis	Papaveraceae	Chelidonium japonicum (Hylomecon japonica)	Chelidonium japonicum		No	NA	C3		
Peronospora	hyoscyami	Peronospora hyoscyami	Solanaceae	"P. effusa var. hyoscyami, Hyoscyamus sp."	Hyoscyamus sp.		No	NA	C3		
Peronospora	hypecoi	Peronospora hypecoi	Papaveraceae	Hypecoum pendulum	Hypecoum pendulum		No	NA	C3		
Peronospora	hypericifoliae	Peronospora hypericifoliae	Euphorbiaceae	Euphorbia hypericifolia	Euphorbia hypericifolia		No	NA	C4		
Peronospora	ibarakii	Peronospora ibarakii	Rosaceae	Filipendula kamtschatica	Filipendula kamtschatica		No	NA	C3		
Peronospora	ibrahimovii	Peronospora ibrahimovii	Lamiaceae	Ziziphora capitata	Ziziphora capitata		No	NA	C3		
Peronospora	illyrica	Peronospora illyrica	Ranunculaceae	Ranunculus illyricus	Ranunculus illyricus		No	NA	C3		
Peronospora	indica	Peronospora indica	Calceolariaceae	Calceolaria tripartita (C. scabiosifolia)	Calceolaria tripartita		No	NA	C3		
Peronospora	insubrica	Peronospora insubrica	Rubiaceae	Asperula purpurea (Galium purpureum)	Asperula purpurea		No	NA	C3		
Peronospora	iwatensis	Peronospora iwatensis	Ranunculaceae	Trautvetteria caroliniensis var. japonica (T. japonica)	Trautvetteria caroliniensis var. japonica		No	NA	C3		
Peronospora	jaapiana	Peronospora jaapiana	Polygonaceae	Rheum rhaponticum	Rheum rhaponticum		No	NA	C3		
Peronospora	jacksonii	Peronospora jacksonii	Phrymaceae	Mimulus guttatus	Mimulus guttatus		No	NA	C3		
Peronospora	jagei	Peronospora jagei	Lamiaceae	Stachys palustris	Stachys palustris		No	NA	C3		
Peronospora	karelii	Peronospora karelii	Caprifoliaceae	Scabiosa rotata	Scabiosa rotata		No	NA	C3		
Peronospora	knautiae	Peronospora knautiae	Caprifoliaceae	"Cephalaria transylvanica, Knautia arvensis, K. carpatica, K. caucasica, K. drymeia ssp. drymeia, K. integrifolia, K. godeti, K. montana, K. silvatica, Pterocephalus plumosus, Scabiosa columbaria, S. lucida, S.
ochroleuca, Succisa pratensis."	Knautia arvensis		No	NA	C3		
Peronospora	kochiae	Peronospora kochiae	Amaranthaceae	"P. effusa, Bassia sedoides (Kochia sedoides)"	Kochia sedoides		No	NA	C4		
Peronospora	kochiae-scopariae	Peronospora kochiae-scopariae	Amaranthaceae	Bassia scoparia (Kochia scoparia)	Bassia scoparia		No	NA	C4		
Peronospora	kuewa	Peronospora kuewa	Plantaginaceae	Plantago princeps var. princeps	Plantago princeps var. princeps		No	NA	C3		
Peronospora	lagerheimii	Peronospora lagerheimii	Fabaceae	Caragana arborescens	Caragana arborescens		No	NA	C3		
Peronospora	lallemantiae	Peronospora lallemantiae	Lamiaceae	Lallemantia royleana	Lallemantia royleana		No	NA	C3		
Peronospora	lamii	Peronospora lamii	Lamiaceae	Lamium purpureum	Lamium purpureum		No	NA	C3		
Peronospora	lapponica	Peronospora lapponica	Orobanchaceae	Euphrasia stricta (E. officinalis)	Euphrasia stricta		No	NA	C3		
Peronospora	lathyri-aphacae	Peronospora lathyri-aphacae	Fabaceae	Lathyrus aphaca	Lathyrus aphaca		No	NA	C3		
Peronospora	lathyri-hirsuti	Peronospora lathyri-hirsuti	Fabaceae	Lathyrus hirsutus	Lathyrus hirsutus		No	NA	C3		
Peronospora	lathyri-humilis	Peronospora lathyri-humilis	Fabaceae	Lathyrus humilis [as ‘pumilus’]	Lathyrus humilis		No	NA	C3		
Peronospora	lathyri-maritimi	Peronospora lathyri-maritimi	Fabaceae	Lathyrus japonicas ssp. maritimus (L. maritimus)	Lathyrus japonicas ssp. maritimus		No	NA	C3		
Peronospora	lathyri-palustris	Peronospora lathyri-palustris	Fabaceae	"Lathyrus palustris, L. heterophyllus, and L. sativus"	Lathyrus palustris		No	NA	C3		
Peronospora	lathyri-pisiformis	Peronospora lathyri-pisiformis	Fabaceae	Lathyrus pisiformis	Lathyrus pisiformis		No	NA	C3		
Peronospora	lathyri-rosei	Peronospora lathyri-rosei	Fabaceae	Lathyrus roseus	Lathyrus roseus		No	NA	C3		
Peronospora	lathyri-verni	Peronospora lathyri-verni	Fabaceae	Lathyrus vernus	Lathyrus vernus		No	NA	C3		
Peronospora	lathyri-versicoloris	Peronospora lathyri-versicoloris	Fabaceae	Lathyrus pannonicus (L. versicolor)	Lathyrus pannonicus		No	NA	C3		
Peronospora	lathyrina	Peronospora lathyrina	Fabaceae	Lathyrus latifolius	Lathyrus latifolius		No	NA	C3		
Peronospora	lentis	Peronospora lentis	Fabaceae	Lens culinaris (L. esculenta)	Lens culinaris		No	NA	C3		
Peronospora	leonuri	Peronospora leonuri	Lamiaceae	Leonurus macranthus	Leonurus macranthus		No	NA	C3		
Peronospora	lepigoni	Peronospora lepigoni	Caryophyllaceae	Spergularia rubra (Lepigonum rubrum)	Spergularia rubra		No	NA	C3		
Peronospora	leptopyri	Peronospora leptopyri	Ranunculaceae	Leptopyrum fumarioides	Leptopyrum fumarioides		No	NA	C3		
Peronospora	linariae	Peronospora linariae	Plantaginaceae	Chaenorhinum minus	Chaenorhinum minus		No	NA	C3		
Peronospora	linariae-genistifoliae	Peronospora linariae-genistifoliae	Plantaginaceae	Linaria genistifolia	Linaria genistifolia		No	NA	C3		
Peronospora	lini	Peronospora lini	Linaceae	Linum catharitum	Linum catharitum		No	NA	C3		
Peronospora	lithospermi	Peronospora lithospermi	Boraginaceae	Buglossoides arvensis (Lithospermum arvense)	Buglossoides arvensis		No	NA	C3		
Peronospora	litoralis	Peronospora litoralis	Amaranthaceae	"Atriplex littoralis, Atriplex hastata"	Atriplex littoralis		No	NA	C3		
Peronospora	lophanthi	Peronospora lophanthi	Lamiaceae	Agastache scrophulariifolia (Lophanthus scrophulariifolia)	Agastache scrophulariifolia		No	NA	C3		
Peronospora	lotorum	Peronospora lotorum	Fabaceae	"Lotus pedunculatus (L. uliginosus), L. corniculatus"	Lotus pedunculatus		No	NA	C3		
Peronospora	lychnitis	Peronospora lychnitis	Caryophyllaceae	Silene coronaria (Lychnis coronaria)	Silene coronaria		No	NA	C3		
Peronospora	lycii	Peronospora lycii	Solanaceae	Lycium chinense	Lycium chinense		No	NA	C3		
Peronospora	manshurica	Peronospora manshurica	Fabaceae	Glycine max	Glycine max		No	NA	C3		
Peronospora	mayorii	Peronospora mayorii	Fabaceae	"Vicia cracca, V. sativa ssp. nigra (V. angustifolia), V. lutea"	Vicia cracca		No	NA	C3		
Peronospora	meconopsidis	Peronospora meconopsidis	Papaveraceae	Papaver cambricum (Meconopsis cambrida)	Papaver cambricum		No	NA	C3		
Peronospora	media	Peronospora media	Caryophyllaceae	"Stellaria media, S. nemorum"	Stellaria media		No	NA	C3		
Peronospora	medicaginis-minimae	Peronospora medicaginis-minimae	Fabaceae	Medicago minima	Medicago minima		No	NA	C3		
Peronospora	medicaginis-orbicularis	Peronospora medicaginis-orbicularis	Fabaceae	Medicago orbicularis	Medicago orbicularis		No	NA	C3		
Peronospora	medicaginis-tianschanicae	Peronospora medicaginis-tianschanicae	Fabaceae	Medicago sativa ssp. varia (M. tianschanica)	Medicago sativa ssp. varia		No	NA	C3		
Peronospora	melampyri	Peronospora melampyri	Orobanchaceae	Melampyrum nemorosum	Melampyrum nemorosum		No	NA	C3		
Peronospora	melampyri-cristati	Peronospora melampyri-cristati	Orobanchaceae	Melampyrum cristatum	Melampyrum cristatum		No	NA	C3		
Peronospora	melandryi	Peronospora melandryi	Caryophyllaceae	Silene alba	Silene alba		No	NA	C3		
Peronospora	melandryi-noctoflori	Peronospora melandryi-noctoflori	Caryophyllaceae	Silene noctiflora	Silene noctiflora		No	NA	C3		
Peronospora	meliloti	Peronospora meliloti	Fabaceae	"Melilotus officinalis ssp. alba (M. alba), M. latissimus, M. indicus, and M. officinalis"	Melilotus officinalis ssp. alba		No	NA	C3		
Peronospora	melissiti	Peronospora melissiti	Fabaceae	Medicago platycarpus [Trigonella platycarpa (Melissitus platycarpus)]	Medicago platycarpus		No	NA	C3		
Peronospora	menthae	Peronospora menthae	Lamiaceae	Mentha arvensis	Mentha arvensis		No	NA	C3		
Peronospora	mesembryanthemi	Peronospora mesembryanthemi	Aizoaceae	Mesembryanthemum sp	Mesembryanthemum sp		No	NA	C3/CAM		
Peronospora	microulae	Peronospora microulae	Boraginaceae	Microula pseudotrichocarpa	Microula pseudotrichocarpa		No	NA	C3		
Peronospora	minima	Peronospora minima	Saxifragaceae	Saxifraga cernua	Saxifraga cernua		No	NA	C3		
Peronospora	mirabilis	Peronospora mirabilis	Primulaceae	Androsace filiformis	Androsace filiformis		No	NA	C3		
Peronospora	moenchiae	Peronospora moenchiae	Caryophyllaceae	Moenchia erecta	Moenchia erecta		No	NA	C3		
Peronospora	monardae	Peronospora monardae	Lamiaceae	Monarda didyma	Monarda didyma		No	NA	C3		
Peronospora	monolepidis	Peronospora monolepidis	Amaranthaceae	"P. effusa, Monolepis nuttaliana"	Monolepis nuttalliana		No	NA	C3		
Peronospora	moreaui	Peronospora moreaui	Fabaceae	Lathyrus linifolius [L. montanus (L. macrorrhizus)]	Lathyrus linifolius		No	NA	C3		
Peronospora	muralis	Peronospora muralis	Amaranthaceae	Chenopodium murale	Chenopodium murale		No	NA	C3		
Peronospora	myosotidis	Peronospora myosotidis	Boraginaceae	Myosotis arvensis	Myosotis arvensis		No	NA	C3		
Peronospora	myosuri	Peronospora myosuri	Ranunculaceae	Myosurus minimus	Myosurus minimus		No	NA	C3		
Peronospora	narbonensis	Peronospora narbonensis	Fabaceae	"Vicia narbonensis, V. americana"	Vicia narbonensis		No	NA	C3		
Peronospora	nemophilae	Peronospora nemophilae	Boraginaceae	Nemophila pedunculata (Nemophila sepula)	Nemophila pedunculata		No	NA	C3		
Peronospora	nitens	Peronospora nitens	Amaranthaceae	Atriplex sagittata (Atriplex nitens)	Atriplex sagittata		No	NA	C3		
Peronospora	noneae	Peronospora noneae	Boraginaceae	Nonea spp.	Nonea sp		No	NA	C3		
Peronospora	obionis-verruciferae	Peronospora obionis-verruciferae	Amaranthaceae	Atriplex verrucifera [Halimione verrucifera (Obione verrucifera)]	Atriplex verrucifera		No	NA	C3		
Peronospora	oblatispora	Peronospora oblatispora	Rosaceae	Potentilla paradoxa	Potentilla paradoxa		No	NA	C3		
Peronospora	obovata	Peronospora obovata	Caryophyllaceae	Spergula arvensis	Spergula arvensis		No	NA	C3		
Peronospora	odessana	Peronospora odessana	Berberidaceae	Gymnospermium odessanum	Gymnospermium odessanum		No	NA	C3		
Peronospora	oerteliana	Peronospora oerteliana	Primulaceae	"Primula acaulis, P. algida, P. elatior, P. juliae, P. officinalis, P. veris, P. vulgar"	Primula veris		No	NA	C3		
Peronospora	omphalodis	Peronospora omphalodis	Boraginaceae	"P. myosotidis, Omphalodes scorpiodes"	Omphalodes scorpioides		No	NA	C3		
